"id_curso","nome_curso","eixos_tematicos","competencias","certificador","conteudista","carga_horaria","disponibilidade_dias","tipo_oferta","apresentacao","publico_alvo","conteudo_programatico","data_lancamento"
"764","Análise de dados: uma leitura crítica das informações","Análise e Ciência de Dados","Resolução de problemas com base em dados","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","23","30","Curso Aberto","Você sabe como ler dados que circulam nas mídias e compreender para que servem? Para tratar sobre o tema este curso busca aprimorar um olhar crítico sobre o tema análise de dados e sobre outras áreas de atuação relacionadas, de modo que seja possível estabelecer o vínculo com as mídias informativas e fazer uma leitura crítica de interpretação de dados.","Agentes públicos interessados em aumentar seu conhecimento no tema análise de dados. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Análise de dados: apresentação e ferramentas básicas Representação de dados, ajuste e correlação Visão sistêmica sobre a análise de dados.","04/04/22"
"1165","Introdução à Ciência de Dados - Modelos de Classificação","Análise e Ciência de Dados",NULL,"Enap - Escola Nacional de Administração Pública","Serviço Federal de Processamento de Dados","8","30","Curso Aberto","Este curso apresenta os conceitos básicos relacionados à definição de padrões frequentes, regras de associação e suas aplicações, mediante uma aproximação entre a teoria e as práticas referenciadas na literatura técnica, consideradas como necessárias para a formação de um cientista de dados.","Servidores públicos e todo cidadão interessado na temática. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Classificação Classificador KNN Classificador Bayesiano (Naïve Bayes) Classificador Árvore de Decisão Classificador Redes Neurais Classificador SVM (Support Vector machine)","12/07/24"
"516","Primeira Infância Primeiro no PPA","Estratégia e Planejamento / Orçamento e Finanças",NULL,"Enap - Escola Nacional de Administração Pública","Fundação Maria Cecilia Souto Vidigal","25","30","Curso Aberto","O curso, elaborado pela Fundação Maria Cecilia Souto Vidigal, visa apoiar os gestores e equipes técnicas municipais na construção de um Plano Plurianual que priorize a primeira infância e atenda à obrigatoriedade da transparência dos investimentos realizados anualmente em políticas para famílias e crianças de 0 a 6 anos, estabelecida pelo Marco Legal da Primeira Infância (Lei no 13.257/2016).","Servidores públicos municipais que tenham atuação no tema orçamento, planejamento, saúde, educação, assistência social ou que tenham interesse no tema da primeira infância. Colaboradores de organizações sociais e quaisquer pessoas que se interessem pelos temas de orçamento público e de primeira infância. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Priorização e planejamento de políticas públicas no ciclo orçamentário. O marco legal e institucional do plano plurianual. Ações para o desenvolvimento da primeira infância. A primeira infância no contexto dos objetivos e indicadores de desenvolvimento sustentável (ODS) e do nurturing care. Estruturando o programa primeira infância primeiro (PIP) no PPA.","26/05/21"
"1134","Planejamento da Contratação de Serviços de Operação de Infraestrutura e de Atendimento a Usuários de TIC","Estratégia e Planejamento / Logística e Compras Públicas",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","40","60","Curso Aberto","Aprenda a planejar contratações de serviços de TIC com eficiência! Neste curso, você vai conhecer o modelo de contratação de serviços de operação de infraestrutura e atendimento a usuários de TIC estabelecido pela SGD/MGI nº 1.070/2023.","Servidores e empregados públicos que atuam em contratações de serviços de TIC relacionados aos objetos da Portaria SGD/MGI nº 1.070/2023 e demais interessados na temática. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Contratações de Serviços de Operações da Portaria SGD/ME nº 1.070/2023 Planejamento de Contratações de Serviços de Infraestrutura e Atendimento a Usuários Planejamento da qualidade, da mensuração e de custo no Modelo de Contratações de Serviços Riscos na contratação de serviços ao usuário de TIC.","11/07/24"
"599","ForRisco - Gestão de Riscos para IES","Transparência, Controle e Participação / Governo e Transformação Digital / Inovação","Gestão de crises","Enap - Escola Nacional de Administração Pública","Escola Superior de Redes - ESR / Rede Nacional de Pesquisa - RNP","20","30","Curso Aberto","O curso possui como foco apresentar o modelo ForRisco, assim como demonstrar seu uso e benefícios para o gerenciamento de riscos nas IES. Apresenta seus princípios e conceitos, a metodologia da Administração Pública brasileira, a metodologia ForRisco e a plataforma ForRisco.","Destina-se a todos que estão ligados, direta e indiretamente aos processos de gestão de riscos e planejamento institucional. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Princípio e conceitos Metodologias da Administração Pública brasileira A Metodologia ForRisco A plataforma ForRisco.","24/08/21"
"252","Mundo Conectado – Manual de Sobrevivência","Gestão Pública / Governo e Transformação Digital","Mentalidade digital","Tribunal de Contas da União","Tribunal de Contas da União","10","30","Curso Aberto","Desenvolvido com foco na necessidade de conhecer tipo de conexão entre ferramentas, mecanismos de informação e recursos tecnológicos que são parte do cotidiano no âmbito pessoal e profissional. Traz dicas de boas práticas de segurança contra crimes virtuais, com medidas de prevenção a incidentes de segurança da informação, tanto em casa como no ambiente de trabalho.","Agentes públicos de qualquer esfera e Poder. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Desafios do mundo conectado em relação à segurança da informação;Razões e consequências por trás do SPAM;Medidas eficazes para evitar o aumento do SPAM por e-mails e SMS;Redução de quantidade de SPAMs que chega por e-mail na sua caixa institucional; Evitar ser um emissor de SPAM;Conceituar phishing;Identificar casos de phishing;Importância do tema e as abordagens dos golpistas; Dicas práticas para não cair em golpes de phishing no seu dia a dia;Compreender o conceito de engenharia social e suas consequências;A importância de sua atitude na proteção de informações;Exemplos de táticas utilizadas por engenheiros socais;Dicas gerais para se proteger desses ataques; A importância de se elaborar boas senhas;Exemplificar erros na elaboração de senhas;Criação de senhas seguras;A importância das redes sociais nos relacionamentos;Identificar os comportamentos indesejados nas redes sociais;Algumas dicas no uso das suas redes sociais;Riscos no uso dos seus dispositivos móveis;Precauções ao utilizar seus dispositivos móveis;Riscos nas compras pela internet;Dicas de prevenção ao realizar compras pela internet;Direitos como consumidor;Executar procedimentos adequados caso tenha caído em um golpe;A importância de fazer cópias de segurança;Formas de proteção de dados;Os cuidados a serem tomados no backup;","04/10/19"
"765","Autoconhecimento e Motivação","Gestão Pública",NULL,"Enap - Escola Nacional de Administração Pública","Controladoria Geral da União","30","30","Curso Aberto","Tendo como pano de fundo a escalada de capacidades em auditoria interna governamental, na seara do desenvolvimento profissional individual, o curso aborda a motivação como resultante do autoconhecimento de pessoas na 3ª linha da estrutura organizacional dos Poderes, nas três esferas administrativas do País, nas vertentes profissional e pessoal.","Destina-se aos Profissionais da Auditoria Interna Governamental. Curso aberto, qualquer pessoa pode se inscrever."," Auditoria Interna Positiva Autoconhecimento e Desenvolvimento Profissional Carreira e Vida Pessoal Mudança Propósito Existencial Potencial Humano Comportamento e Convivência Atenção, Foco e Concentração","31/03/22"
"834","Água e Gênero","Direitos Humanos e Cidadania / Água e Saneamento",NULL,"Enap - Escola Nacional de Administração Pública","Agência Nacional de Águas e Saneamento Básico","20","30","Curso Aberto","O que você sabe sobre a relação entre água e gênero? Neste curso, você compreenderá os principais conceitos aplicados a esse assunto, entenderá os desafios dessa relação e os problemas enfrentados, sobretudo, pelas mulheres no acesso e na gestão da água. O curso promove uma reflexão importante sobre as questões de gênero e a distribuição de recursos hídricos. Saiba mais sobre esse assunto, inscreva-se.","Agentes públicos interessados nas diferentes dimensões das questões de gênero a serem incorporadas nas políticas públicas, especialmente naquelas relativas a gestão e acesso aos recursos hídricos. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Marco Conceitual Articulação entre Gênero e Água Incorporando Gênero na Prática;","15/09/22"
"329","MROSC: Prestação de Contas","Direito e Legislação / Políticas Sociais",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Fazenda","20","30","Curso Aberto","Este curso trata dos principais pontos referentes a etapa de prestação de contas do Marco Regulatório das Organizações da Sociedade Civil - MROSC. No decorrer do conteúdo, são esclarecidas aspectos dessa etapa trazidos pela Lei nº 13.019/2014 e pelo Decreto nº 8.726/16, que regulamentam as parcerias entre o poder público e a sociedade civil organizada. O Mrosc visa possibilitar mais transparência e segurança na transferência de recursos públicos para as organizações da sociedade civil. Quer entender mais e se aprofundar no assunto? Inscreva-se.","Agentes públicos de todas as esferas que atuam na operacionalização da Lei nº 13.019, de 31 de julho de 2014, e integrantes das organizações da sociedade civil. Curso aberto, qualquer pessoa poderá realizar o curso.","Prestação de Contas na Constituição Federal .Prestação de Contas Parcial e Anual.Prestação de Contas Simplificada.Relatório de Execução de Objeto.Relatório de Execução Financeira .Decisão sobre a Prestação de Contas.Sanções Administrativas.Soluções não adversariais - Ações compensatórias.Tomada de Contas Especial","31/07/20"
"1305","Fundamentos da Visão Computacional - IA do Azure","Governo e Transformação Digital",NULL,"Enap - Escola Nacional de Administração Pública","Microsoft","5","10","Curso Aberto","Este curso oferece conceitos e fundamentos da Visão Computacional, que é uma área da IA onde os sistemas de software são projetados para perceber o mundo visualmente, por meio de câmeras, imagens e vídeos. Ficou interessado? Inscreva-se!","Qualquer cidadão interessado na temática. O curso é aberto, gratuito e oferece certificado."," Fundamentos da Visão Computacional Conceitos básicos do reconhecimento facial Princípios básicos do Reconhecimento Óptico de Caracteres","23/12/24"
"795","Arquivos Permanentes: recolhimento, processamento técnico, preservação e acesso","Gestão Pública / Gestão da Informação e do Conhecimento",NULL,"Enap - Escola Nacional de Administração Pública","Arquivo Nacional","27","30","Curso Aberto","Neste curso, você vai encontrar as principais orientações e procedimentos para o recolhimento de acervos para os arquivos permanentes e as informações sobre o tratamento técnico aplicado à documentação arquivística, como também conhecerá as ações fundamentais para a conservação preventiva de acervos. Quer conhecer mais sobre esse assunto? Faça sua inscrição.","Servidores públicos dos órgãos ou entidades que integram o Sistema de Gestão de Documentos e Arquivos (SIGA) e o Sistema Nacional de Arquivos (SINAR). Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Procedimentos para o recolhimento de acervos arquivísticos Processamento técnico e normalização arquivística Conservação preventiva de documentos e arquivos.","21/06/22"
"816","Introdução à Auditoria de Obras Públicas","Água e Saneamento / Infraestrutura","Foco nos resultados para os cidadãos / Gestão para resultados","Enap - Escola Nacional de Administração Pública","Tribunal de Contas do Estado do Rio de Janeiro","30","30","Curso Aberto","O curso é uma iniciativa do Instituto Rui Barbosa - IRB, com o apoio do ISC/TCU, e desenvolvido pela Escola de Contas e Gestão do TCE-RJ, em parceria com TCE-PR, TCE-RN, TCE-RJ, TCE-RS e TCMGO. Tem como objetivo capacitar servidores de tribunais de contas na compreensão das etapas da Auditoria de Obras Públicas a partir das NBASP.","Servidores de tribunais de contas que atuem em auditoria de obras públicas. Servidores públicos de qualquer esfera e Poder, bem como cidadãos em geral. Curso aberto, qualquer interessado pode se inscrever."," Contexto, licitação e projeto. Análise de preços da obra. Análise da execução de contratos/aditamentos. Etapas da auditoria/instrução processual.","28/04/22"
"921","Aspectos básicos no enfrentamento ao contrabando de migrantes","Direitos Humanos e Cidadania / Políticas Públicas","Autoconhecimento e desenvolvimento pessoal / Comunicação","Enap - Escola Nacional de Administração Pública","Organização Internacional para as Migrações","20","30","Curso Aberto","O contrabando de migrantes expõe as pessoas a diversas formas de violência e exploração. Neste curso, você irá desenvolver habilidades para identificar e prevenir o contrabando de migrantes e qual a diferença deste crime para o de tráfico de pessoas. Além disso, compreenderá a importância da promoção dos direitos humanos e da atuação em rede tanto para o combate a este crime quanto para a proteção de migrantes em situação de vulnerabilidade.","Agentes de aplicação da lei, autoridades governamentais e sociedade civil. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Apresentação Marco legal Conceitos relacionados ao contrabando de migrantes Modelos de operação Riscos no percurso; e Violações de direitos humanos.","12/04/23"
"843","Entendendo a Gamificação","Educação e Docência / Comunicação / Gestão de Pessoas / Inovação",NULL,"Enap - Escola Nacional de Administração Pública","Serviço Federal de Processamento de Dados","1","30","Curso Aberto","A gamificação é um importante recurso para apoiar o engajamento e a aprendizagem em soluções educacionais. Neste curso, você conhecerá o que é a gamificação e como ela funciona. Além d isso, compreenderá como ocorre a aplicação desse recurso no contexto do serviço público. Saiba mais sobre o assunto, inscreva-se.","Agentes públicos e demais interessados no assunto. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," O que é Gamificação","04/11/22"
"527","Uso da Lean Inception na Administração Pública","Governo e Transformação Digital / Inovação","Foco nos resultados para os cidadãos / Mentalidade digital / Inovação e mudança / Geração de valor para os usuários / Engajamento de pessoas e equipes","Enap - Escola Nacional de Administração Pública","Secretaria de Governo Digital","15","30","Curso Aberto","Descubra como o Lean Inception pode revolucionar a Administração Pública! Neste curso, você aprenderá a aplicar a Lean Inception na criação de novos projetos, identificando problemas e criando soluções de forma ágil e eficiente. Com as atividades e dinâmicas, você irá priorizar necessidades dos cidadãos e otimizar os recursos disponíveis. Além disso, você conhecerá casos de sucesso de órgãos públicos que utilizaram a Lean Inception para transformar suas entregas.","Servidores públicos do Sistema de Administração dos Recursos de Tecnologia da Informação (SISP), agentes públicos de qualquer Esfera e Poder, bem como cidadãos em geral que tenham interesse na aplicação da Inception para a Transformação Digital. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Conhecendo a Lean Inception (origens e principais características) A Prática da Lean Inception A Lean Inception na Administração Pública.","13/06/23"
"845","Gestão Compartilhada no Projeto Orla","Políticas Públicas","Gestão para resultados","Enap - Escola Nacional de Administração Pública","Ministério da Fazenda","20","30","Curso Aberto","Nas zonas costeiras estão presentes ambientes terrestres e marinhos aos quais são dados usos e atividades distintas. Neste curso, você conhecerá o seu potencial, possíveis conflitos e os instrumentos que auxiliam na sua gestão, no âmbito do Plano de Gestão Integrada da Orla, e entenderá todos os passos e responsabilidades para atuar efetivamente no seu uso saudável e sustentável.","Gestores municipais e demais atores com interesse no planejamento e gestão integrada de orlas. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," A zona costeira e instrumentos de gestão. Gestão de orlas e praias. Construindo o Plano de Gestão Integrada da Orla. Implementando o Plano de Gestão Integrada da Orla.","05/07/22"
"800","Big Data em Apoio à Tomada de Decisão","Análise e Ciência de Dados / Inovação","Resolução de problemas com base em dados / Mentalidade digital / Visão sistêmica / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Secretaria de Governo Digital","25","30","Curso Aberto","Apresentação: Você já se perguntou como empresas e instituições conseguem lidar com grandes volumes de informações geradas diariamente? Neste curso, você conhecerá conceitos básicos do Big Data, suas aplicações e como esses dados podem ser utilizados para tomada de decisões estratégicas no contexto do setor público. Inscreva já para saber mais sobre esse assunto.","Gestores públicos e servidores técnicos interessados no tema. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Conhecendo o Big Data A Gestão de Dados em Big Data O Uso dos Dados na Prática: o que Fazer? O Big Data em Tomadas de Decisões no Serviço Público Utilizando o Big Data no Serviço Público.","02/08/23"
"489","Cidades Inteligentes","Políticas Públicas / Água e Saneamento / Inovação","Visão sistêmica / Inovação e mudança / Geração de valor para os usuários","Enap - Escola Nacional de Administração Pública","Secretaria Especial de Assuntos Federativos","10","30","Curso Aberto","Cidades Inteligentes resultam da ampla utilização das Tecnologias da Informação e Comunicação (TICs) na infraestrutura urbana e também de uma nova reestruturação na gestão das cidades. Neste curso, você acessará referências para conhecer, a partir de uma perspectiva crítica, a aplicação de projetos de Cidades Inteligentes e desenvolver iniciativas que visem à inovação e uso de tecnologias na sua cidade.","Gestores públicos e demais profissionais que queiram obter referências sobre a implementação de projetos de cidades inteligentes. Curso aberto, qualquer pessoa pode se inscrever."," Cenário urbano para o surgimento das Cidades Inteligentes Panorama sobre as Cidades Inteligentes Indicadores e projetos que estabelecem uma Cidade Inteligente O posicionamento do Brasil no movimento internacional de Cidades Inteligentes O futuro das Cidades no cenário da Pandemia","28/07/22"
"326","Princípios do Design Thinking e Inovação em Governo","Gestão Pública / Inovação","Inovação e mudança","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","10","30","Curso Aberto","Com foco na necessidade de desenvolvimento de competências dos agentes públicos, este curso traz uma abordagem dos fundamentos de Design Thinking, apresentando formas inovadoras para entender melhor os problemas e as soluções que podem ser desenvolvidas. A iniciativa insere-se no Programa de Desenvolvimento de Capacidades para Transformação Digital no Poder Executivo Federal (Capacita Gov.br). Inscreva-se!","Agentes públicos interessados design thinking e sua relação como inovação em governo. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," O que é design? Design Thinking O modelo teórico do duplo diamante Design centrado no ser humano Os três princípios do design Como o design pode ajudar a resolver problemas públicos? Inovação em governo","31/07/20"
"346","Mudança do Clima e Gestão de Risco Climático: Conceitos Fundamentais","Direitos Humanos e Cidadania / Gestão Pública",NULL,"Enap - Escola Nacional de Administração Pública","Ministério dos Transportes","24","30","Curso Aberto","Você sabe qual é o compromisso mundial assumido no Acordo de Paris? Este curso explora conceitos sobre aquecimento global, variabilidade climática, adaptação e riscos climáticos, além de apresentar um olhar sobre as negociações governamentais sobre o Clima e o Acordo de Paris. Assim, será mais fácil compreender as informações, cenários, modelos e tendências metodológicas sobre a Mudança do Clima.","Agentes públicos que atuem na temática de meio ambiente e sustentabilidade ambiental. No entanto, é um curso aberto a todos os interessados e qualquer pessoa pode se inscrever."," A mudança do clima, compromissos internacionais e políticas nacionais Introdução aos conceitos relativos à gestão do risco associado à Mudança do Clima Panorama de ferramentas de avaliação de risco climático e papel dos serviços climáticos.","16/10/20"
"407","Análise de Condutas Unilaterais Restritivas à Concorrência","Transparência, Controle e Participação / Água e Saneamento / Direito e Legislação",NULL,"Enap - Escola Nacional de Administração Pública","Conselho Administrativo de Defesa Econômica","20","30","Curso Aberto","O curso desenvolvido pela Enap em parceria com o Conselho Administrativo de Defesa Econômica – CADE, explica os conceitos básicos e metodologias utilizadas na análise de condutas unilaterais restritivas à concorrência.","Agentes de mercado que queiram compreender diversas condutas unilaterais que são foco de investigação pela autoridade antitruste brasileira, bem como novos servidores na Superintendência Geral, Departamento de Estudos Econômicos, Assessorias de Conselheiro e Presidência do Cade. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Conceitos fundamentais de condutas unilaterais; Principais condutas unilaterais - Parte 1; Principais condutas unilaterais - Parte 2.","17/05/21"
"506","Uso do Design em Políticas Públicas","Gestão Pública / Governo e Transformação Digital / Inovação","Inovação e mudança","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","20","30","Curso Aberto","O curso foi desenvolvido a partir da necessidade de oferecer, especialmente aos servidores públicos, um conjunto de subsídios, referências e abordagens práticas para a gestão de projetos de inovação com o uso de práticas de design para a solução de problemas públicos. Originou-se do Projeto Inovaflix, uma série de lives com o objetivo de debater temas relevantes sobre inovação no serviço público.","Agentes públicos interessados em utilizar o design thinking e outras práticas relacionadas ao design para o desenvolvimento de projetos de inovação em governo. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Design em Políticas Públicas: um novo jeito de fazer as coisas Design Etnográfico: entendendo o público e seu contexto Criatividade e Ideação: deixando as ideias fluírem Prototipagem e Teste: checando o que funciona na prática","06/05/21"
"209","Normas Internacionais de Auditoria Financeira – NIA","Transparência, Controle e Participação / Gestão Pública",NULL,"Enap - Escola Nacional de Administração Pública","Controladoria Geral da União","40","60","Curso Aberto","O conhecimento das normas internacionais de auditoria financeira permite que os auditores ofereçam aos usuários e à sociedade produtos de qualidade elevada, que agregam valor à gestão pública e privada. O curso baseia-se nas Normas Internacionais de Auditoria, internalizadas pelo Conselho Federal de Contabilidade, por intermédio das Normas Brasileiras de Contabilidade - Técnicas de Auditoria.","Auditores da Controladoria-Geral da União (CGU) e das Controladorias dos Estados (CGE), dos Tribunais de Contas da União (TCU), dos Estados (TCE), do Distrito Federal (TCDF) e dos Municípios (TCM), e auditores que atuam em entidades privadas, além de servir de importante material de estudo para acadêmicos e demais pessoas interessadas. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Princípios Gerais e Responsabilidades Avaliação de Riscos e Respostas aos Riscos Avaliados Evidência de Auditoria Utilização do Trabalho de Terceiros Formação da Opinião e Emissão de Relatório Considerações sobre Trabalhos Especiais","31/01/20"
"119","Gestão em Ouvidoria","Excelência na Entrega de Serviços / Transparência, Controle e Participação / Gestão da Informação e do Conhecimento",NULL,"Enap - Escola Nacional de Administração Pública","Ouvidoria-Geral da União","20","30","Curso Aberto","A Ouvidoria Pública atua no processo de interlocução entre o cidadão e a Administração Pública, a fim de que as manifestações decorrentes do exercício da cidadania provoquem a melhoria dos serviços públicos prestados. O objetivo desse curso é capacitar pessoas sobre fundamentos e atividades relacionadas à Ouvidoria Pública.","Agentes públicos que desenvolvam suas atividades em ouvidorias ou em áreas que tratem de temas afins. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","1 Fundamentos e atuação da Ouvidoria Pública 1.1 Conceito de Ouvidoria Pública1.2 Histórico das Ouvidorias Públicas no Brasil1.3 Público das Ouvidorias1.4 Funções do Ouvidor1.5 Requisitos para o bom funcionamento da Ouvidoria 2 Atendimento ao cidadão nas Ouvidorias Públicas 2.1 Importância2.2 Fluxo2.3 Acesso à Informação 3 Utilização de ferramentas gerenciais e tecnológicas 3.1 Planejamento3.2 Plano de Trabalho e Fluxo de Atendimento3.3 Relatórios gerenciais3.4 Ferramentas tecnológicas e manifestações de Ouvidoria","09/05/17"
"490","Políticas Públicas de Assistência Social","Políticas Públicas",NULL,"Enap - Escola Nacional de Administração Pública","Secretaria Especial de Assuntos Federativos","10","30","Curso Aberto","Este curso &eacute; uma &oacute;tima oportunidade para voc&ecirc;, gestor municipal, pois, pretende oferecer elementos conceituais e pr&aacute;ticos para a atua&ccedil;&atilde;o eficiente no campo socioassistencial, tendo como &ecirc;nfase as provis&otilde;es do poder executivo local no atendimento das pessoas que se encontram em situa&ccedil;&atilde;o de pobreza, ou que possuem v&iacute;nculos familiares fragilizados ou rompidos em virtude de viol&ecirc;ncia ou de viola&ccedil;&otilde;es de direitos.","Servidores públicos, especialmente aos que iniciam sua trajetória na gestão municipal. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," M&oacute;dulo 1: Do assistencialismo &agrave; pol&iacute;tica p&uacute;blica de assist&ecirc;ncia social. M&oacute;dulo 2: No&ccedil;&otilde;es b&aacute;sicas sobre o Sistema &Uacute;nico de Assist&ecirc;ncia Social (SUAS). M&oacute;dulo 3: Assist&ecirc;ncia social na pr&aacute;tica. M&oacute;dulo 4: Financiamento da assist&ecirc;ncia social. ","24/12/21"
"86","Siape Folha","Gestão de Pessoas / Gestão Pública",NULL,"Enap - Escola Nacional de Administração Pública","Ministério da Fazenda","40","60","Curso Aberto","O Sistema de Administração de Recursos Humanos (Siape) é amplamente utilizado pelas áreas de gestão de pessoas para controlar as informações cadastrais que dão suporte ao processamento dos pagamentos aos servidores públicos, aposentados e beneficiários de pensão vinculados aos órgãos e entidades do Poder Executivo federal. A proposta desse curso é apresentar algumas funcionalidades, recursos e operações para a elaboração e administração dos dados que compõem a folha de pagamento.","Agentes públicos do Poder Executivo federal que tenham atuação nas unidades de gestão de pessoas do Sistema de Pessoal Civil da Administração Federal (Sipec), inclusive com cadastro ativo no Senha-Rede do órgão ou entidade de lotação. Qualquer pessoa pode realiar o curso."," 1 Histórico da criação do Siape 1.1 Estrutura do Sistema 1.2 Administração do Sistema 1.3 Tabelas: gerais, organizacionais e funcionais 2 Folha de Pagamento e Movimentações Financeiras 2.1 Tipos de folha de pagamento e Principais transações 2.2 Manual de movimentação financeira 3 Direitos, Vantagens e Descontos na Folha 3.1 Remuneração 3.2 Abate-teto 3.3 Abono de permanência 3.4 Adicional de Plantão Hospitalar 3.5 Ajuda de custo 3.6 Assistência a Saúde Suplementar 3.7 Auxílios 3.8 Férias 3.9 Gratificação Natalina 3 Direitos, Vantagens e Descontos na Folha 3.10 Imposto de renda 3.11 Indenizações 3.12 Pensão civil 3.13 Plano de Seguridade Social (PSS) 3.14 Regime Geral de Previdência Social (RGPS) 3.15 Reposição ao erário 3.16 Substituição de chefia 4 Funcionalidades do Siapenet 4.1 Definição do Siapenet 4.2 Consultas cadastrais e financeiras 4.3 Documentação e legislação 4.4 Órgão/UPAG 4.5 Gratificações e adicionais 4.6 Atualização cadastral (pensão alimentícia) 4.7 Gestor do sistema (tabelas) ","30/05/17"
"668","Auditoria de Gestão Documental: prepare-se para ser auditado","Transparência, Controle e Participação / Análise e Ciência de Dados / Água e Saneamento / Gestão da Informação e do Conhecimento","Foco nos resultados para os cidadãos / Visão de futuro / Inovação e mudança","Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","25","30","Curso Aberto","Você sabia que auditoria não significa apenas investigar casos judiciais ou balancear contas apontando discrepâncias entre passivos e ativos? A auditoria também auxilia a alcançar os objetivos de uma instituição! Se você quer entender melhor a importância de uma auditoria, prepare-se com este curso.","Agentes públicos, arquivistas e gestores documentais. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Auditoria: Tipos, Critérios e Requisitos; Critérios auditáveis de Gestão de Documentos; Auditoria de Gestão de Documentos; Estudos de Caso de Gestão Documental e de Arquivos.","03/08/22"
"1184","PDCA Aplicado à Educação Básica","Educação e Docência / Gestão Pública",NULL,"Enap - Escola Nacional de Administração Pública","Instituto Unibanco","25","30","Curso Aberto","Descubra como transformar a gestão escolar com o curso PDCA Aplicado à Educação Básica! Neste curso, você irá aprender como a metodologia PDCA, composta pelas etapas planejar, executar, verificar e agir, pode ajudar a enfrentar os desafios da gestão escolar e educacional. Inscreva-se e aprimore a gestão em que atua, promovendo melhorias contínuas em prol da aprendizagem dos estudantes.","Gestores educacionais (diretores escolares, coordenadores pedagógicos, gestores de secretarias de educação ou regionais de educação). Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever."," Introdução ao PDCA: um método para a melhoria contínua da gestão educacional Por onde começar? Planejando para mirar o futuro Transformando planos em ação Verificando o processo: a importância das lições aprendidas Agir para aprimorar o processo Exemplos práticos de PDCA aplicado à educação básica","23/07/24"
"299","A Liderança Pública em Tempos de Crise","Água e Saneamento / Gestão Pública / Liderança","Gestão de crises","Enap - Escola Nacional de Administração Pública","CLP - Centro de Liderança Pública","10","30","Curso Aberto","Em cenários de graves crises mundiais, nossos olhares se voltam para as lideranças. Pensando nisso, o CLP – Liderança Pública e a ENAP prepararam este curso para apresentar a um passo a passo de como liderar em tempos de crise. O conteúdo tem uso prático para que lideranças consigam navegar pela crise, servindo como um repositório de apoio e suporte para o enfrentamento da instabilidade ocasionada pelo coronavírus.","Agentes públicos que atuam na gestão de equipes e interessados no tema. Curso aberto, gratuito e com certificado, qualquer pessoa pode se inscrever.","Módulo I: Como liderar em tempos de crise?Módulo II: Boas práticas de enfrentamento à pandemiaMódulo III: Diretrizes oficiaisMódulo IV: Lembre-se dos agentes invisíveis","17/04/20"
"1150","Trilho 6 - Encerrando Contratações - Trilha - Contratações Públicas: Gestão do Contrato","Logística e Compras Públicas",NULL,"Enap - Escola Nacional de Administração Pública","Enap - Escola Nacional de Administração Pública","42","365","Curso Aberto","Este trilho faz parte da trilha de aprendizagem Contratações Públicas: Gestão do Contrato. Nele, serão abordados os aspectos legais do encerramento dos contratos e suas hipóteses, uma vez que é essencial que os gestores e fiscais de contratos saibam instruir os processo de encerramento, inclusive verificando a quitação de todas as obrigações diretas e indiretas decorrentes do contrato e a existência de valores retidos a serem liberados ao contratado.","Agentes públicos que atuam na área de contratações públicas. Trilha de aprendizagem aberta, gratuita e com certificado. Qualquer pessoa pode se inscrever."," Encerrando Contratações ","28/06/24"
